timestamp,dam_lbmp_mwh,dam_losses_mwh,dam_congestion_mwh,dam_lbmp_kwh,date,is_weekend,rt_lbmp_mwh,rt_losses_mwh,rt_congestion_mwh,rt_lbmp_kwh,rt_lbmp_std_mwh,rt_lbmp_min_mwh,rt_lbmp_max_mwh,da_rt_spread_mwh,hour_sin,hour_cos,dow_sin,dow_cos,temperature_2m,apparent_temperature,relative_humidity_2m,dew_point_2m,wind_speed_10m,wind_gusts_10m,cloud_cover,shortwave_radiation,precipitation,pressure_msl,is_day,cooling_degree_hours,heating_degree_hours,is_hot,is_very_hot,is_cold,is_very_cold,humidity_discomfort,solar_generation_proxy,wind_power_proxy,temp_change_1h,temp_change_3h,temp_rolling_6h_mean,temp_rolling_24h_mean,temp_rolling_24h_max,day_of_year,temp_anomaly,hour,day_of_week,month
2025-11-06 21:00:00,54.73,3.25,0.0,0.0547299999999999,2025-11-06,0,56.98857142857143,2.8185714285714285,0.0,0.0569885714285714,4.05896321954048,51.9,62.2,2.258571428571436,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,43.8,37.5,55,28.8,4.7,11.4,100,0.0,0.0,1021.4,0,0.0,21.200000000000003,0,0,0,0,0.0,0.0,0.003845296296296297,-0.8000000000000043,-4.0,47.28333333333333,50.18333333333334,61.1,310,-1.1912500000000037,21,3,11
2025-11-06 22:00:00,48.5,2.88,-0.01,0.0485,2025-11-06,0,47.47666666666667,2.4425,0.0,0.0474766666666666,4.713138952744632,37.2,52.83,-1.0233333333333334,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,42.7,37.1,60,29.8,3.5,10.3,96,0.0,0.0,1021.7,0,0.0,22.299999999999997,0,0,0,0,0.0,0.0,0.0015879629629629631,-1.0999999999999943,-3.1999999999999957,45.85,49.416666666666664,59.2,310,-2.291249999999998,22,3,11
2025-11-06 23:00:00,46.42,2.5,0.0,0.04642,2025-11-06,0,44.465833333333336,2.015,0.0,0.0444658333333333,1.6828463892158925,40.06,46.78,-1.9541666666666655,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,40.9,36.1,70,31.7,2.2,7.6,7,0.0,0.0,1022.0,0,0.0,24.1,0,0,0,0,0.0,0.0,0.0003943703703703704,-1.8000000000000043,-3.700000000000003,44.28333333333333,48.65416666666667,56.4,310,-4.091250000000002,23,3,11
2025-11-07 00:00:00,46.03,2.85,-0.01,0.04603,2025-11-07,0,50.42583333333334,2.35,0.0,0.0504258333333333,5.531405309410049,41.03,60.73,4.395833333333336,0.0,1.0,-0.433883739117558,-0.9009688679024191,40.5,36.0,69,31.0,1.2,4.5,24,0.0,0.0,1021.9,0,0.0,24.5,0,0,0,0,0.0,0.0,6.400000000000001e-05,-0.3999999999999986,-3.299999999999997,43.06666666666666,47.99166666666667,54.3,311,-4.491250000000001,0,4,11
2025-11-07 01:00:00,42.45,2.59,-0.01,0.04245,2025-11-07,0,40.3175,1.84,0.0,0.0403175,0.8618703235089691,39.18,41.47,-2.1325000000000003,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,39.6,35.1,72,31.4,1.3,2.7,71,0.0,0.0,1021.6,0,0.0,25.4,0,0,0,0,0.0,0.0,8.137037037037037e-05,-0.8999999999999986,-3.1000000000000014,42.016666666666666,47.37916666666667,52.4,311,-5.391249999999999,1,4,11
2025-11-07 02:00:00,42.3,2.51,0.0,0.0423,2025-11-07,0,36.34083333333333,1.7716666666666667,0.0,0.0363408333333333,0.4841573435705901,35.58,37.27,-5.959166666666668,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,37.8,32.9,74,30.5,2.1,3.6,55,0.0,0.0,1021.5,0,0.0,27.200000000000003,0,0,0,0,0.0,0.0,0.0003430000000000001,-1.8000000000000043,-3.1000000000000014,40.88333333333333,46.775000000000006,52.4,311,-7.191250000000004,2,4,11
2025-11-07 03:00:00,41.15,2.44,0.0,0.04115,2025-11-07,0,38.41583333333333,1.8866666666666667,0.0,0.0384158333333333,0.9810333914559232,36.39,39.14,-2.734166666666667,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,36.8,31.8,75,29.8,2.0,4.7,98,0.0,0.0,1021.2,0,0.0,28.200000000000003,0,0,0,0,0.0,0.0,0.0002962962962962963,-1.0,-3.700000000000003,39.71666666666666,46.225,52.4,311,-8.191250000000004,3,4,11
2025-11-07 04:00:00,40.84,2.46,0.0,0.04084,2025-11-07,0,40.65416666666667,1.9633333333333327,0.0,0.0406541666666666,1.0101976254299163,39.14,41.68,-0.1858333333333348,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,36.3,31.3,79,30.5,2.3,5.1,100,0.0,0.0,1021.0,0,0.0,28.700000000000003,0,0,0,0,0.0,0.0,0.00045062962962962955,-0.5,-3.3000000000000043,38.65,45.729166666666664,52.4,311,-8.691250000000004,4,4,11
2025-11-07 05:00:00,47.19,3.01,-0.01,0.0471899999999999,2025-11-07,0,38.094166666666666,2.1083333333333334,-0.0016666666666666,0.0380941666666666,1.5232588172212973,35.6,41.1,-9.095833333333331,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,36.3,31.5,83,31.5,2.1,4.9,99,0.0,0.0,1020.7,0,0.0,28.700000000000003,0,0,0,0,0.0,0.0,0.0003430000000000001,0.0,-1.5,37.88333333333333,45.27916666666666,52.4,311,-8.691250000000004,5,4,11
2025-11-07 06:00:00,63.84,4.01,0.0,0.06384,2025-11-07,0,48.4825,2.873333333333333,0.0,0.0484825,4.7478514279427655,38.6,53.29,-15.357500000000009,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,35.4,30.7,86,31.5,2.0,4.9,39,0.0,0.0,1020.4,0,0.0,29.6,0,0,0,0,0.0,0.0,0.0002962962962962963,-0.8999999999999986,-1.3999999999999986,37.03333333333333,44.833333333333336,52.4,311,-9.591250000000002,6,4,11
